name,budget.x,company.x,country.x,director.x,genre.x,gross.x,rating.x,released.x,runtime.x,score.x,star.x,votes.x,writer.x,year.x,YoutubeLikes,YoutubeDislike,Youtube ViewCount,Twitter Sentiment
The Human Centipede II (Full Sequence),0,Six Entertainment Company,USA,Tom Six,Horror,122890,NOT RATED,2011-11,91,3.9,Ashlynn Yennie,29249,Tom Six,2011,8793,2878,4978877,0
The Hundred-Foot Journey,22000000,Amblin Entertainment,USA,Lasse Hallström,Comedy,54240821,PG,08/08/2014,122,7.3,Helen Mirren,61319,Steven Knight,2014,4540,108,,0
The Hunger Games,78000000,Lionsgate,USA,Gary Ross,Adventure,408010692,PG-13,23/03/2012,142,7.2,Jennifer Lawrence,748581,Gary Ross,2012,16611,332,,1
The Hunger Games: Catching Fire,130000000,Color Force,USA,Francis Lawrence,Action,424668047,PG-13,22/11/2013,146,7.6,Jennifer Lawrence,535963,Simon Beaufoy,2013,54663,1446,,1
The Hunger Games: Mockingjay - Part 1,125000000,Color Force,USA,Francis Lawrence,Action,337135885,PG-13,21/11/2014,123,6.7,Jennifer Lawrence,341715,Peter Craig,2014,39096,1226,,1
The Hunger Games: Mockingjay - Part 2,160000000,Color Force,USA,Francis Lawrence,Action,281723902,PG-13,20/11/2015,137,6.6,Jennifer Lawrence,212989,Peter Craig,2015,139976,4054,,1
The Hunt,3800000,Danmarks Radio (DR),Denmark,Thomas Vinterberg,Drama,687185,R,21/12/2012,115,8.3,Mads Mikkelsen,201299,Tobias Lindholm,2012,1735,40,,0
The Hunter,0,Porchlight Films,Australia,Daniel Nettheim,Adventure,176432,R,06/10/2011,102,6.8,Willem Dafoe,32746,Alice Addison,2011,48106,830,4603963,1
The Hunting Party,25000000,Intermedia,USA,Richard Shepard,Adventure,969869,R,21/09/2007,101,6.9,Richard Gere,22857,Richard Shepard,2007,1999,100,269995,0
The Huntsman: Winter's War,115000000,Universal Pictures,USA,Cedric Nicolas-Troyan,Action,47952020,PG-13,22/04/2016,114,6.1,Chris Hemsworth,71570,Evan Spiliotopoulos,2016,32009,1069,,1
The Hurt Locker,15000000,Voltage Pictures,USA,Kathryn Bigelow,Drama,17017811,R,31/07/2009,131,7.6,Jeremy Renner,359240,Mark Boal,2008,1946,87,609105,1
The Iceman,10000000,Bleiberg Entertainment,USA,Ariel Vromen,Action,1939441,R,18/10/2013,106,6.9,Michael Shannon,60121,Morgan Land,2012,9274,944,,1
The Ides of March,12500000,Columbia Pictures,USA,George Clooney,Drama,40962534,R,07/10/2011,101,7.1,Paul Giamatti,198569,George Clooney,2011,1488,27,121512,1
The Illusionist,16000000,Bull's Eye Entertainment,USA,Neil Burger,Drama,39868642,PG-13,01/09/2006,110,7.6,Edward Norton,316052,Neil Burger,2006,917,30,99815,1
The Imaginarium of Doctor Parnassus,40000000,Infinity Features Entertainment,UK,Terry Gilliam,Adventure,7689607,PG-13,08/01/2010,123,6.8,Christopher Plummer,131731,Terry Gilliam,2009,111,1,6232,0
The Imitation Game,14000000,Black Bear Pictures,UK,Morten Tyldum,Biography,91125683,PG-13,25/12/2014,114,8,Benedict Cumberbatch,547832,Graham Moore,2014,17289,432,,2
The Immigrant,16000000,Worldview Entertainment,USA,James Gray,Drama,2013456,R,23/05/2014,120,6.6,Marion Cotillard,23805,James Gray,2013,1085,99,,1
The Impossible,45000000,Mediaset España,Spain,J.A. Bayona,Drama,19019882,PG-13,04/01/2013,114,7.6,Naomi Watts,160833,Sergio G. Sánchez,2012,15966,1032,,2
The Inbetweeners Movie,0,Film4,UK,Ben Palmer,Comedy,36000,R,17/08/2011,97,6.8,James Buckley,68128,Iain Morris,2011,1013,19,64755,1
The Incredible Burt Wonderstone,30000000,New Line Cinema,USA,Don Scardino,Adventure,22525921,PG-13,15/03/2013,100,5.9,Steve Carell,63722,Jonathan Goldstein,2013,4436,138,,1
The Incredible Hulk,150000000,Universal Pictures,USA,Louis Leterrier,Action,134518390,PG-13,13/06/2008,112,6.8,Edward Norton,350423,Zak Penn,2008,39811,2574,10448688,1
The Infiltrator,28000000,George Films,UK,Brad Furman,Biography,15425870,R,13/07/2016,127,7,Bryan Cranston,50194,Ellen Sue Brown,2016,10786,366,,1
The Informant!,22000000,Warner Bros.,USA,Steven Soderbergh,Comedy,33313582,R,18/09/2009,108,6.5,Matt Damon,55457,Scott Z. Burns,2009,269,23,205330,0
The Informers,18000000,Senator Entertainment Co,Germany,Gregor Jordan,Crime,300000,R,24/04/2009,98,5.1,Billy Bob Thornton,14783,Bret Easton Ellis,2008,123,22,303401,1
The Innkeepers,750000,Dark Sky Films,USA,Ti West,Horror,77501,R,20/04/2012,101,5.5,Sara Paxton,29002,Ti West,2011,502,51,165374,1
The Intern,35000000,Waverly Films,USA,Nancy Meyers,Comedy,75764672,PG-13,25/09/2015,121,7.1,Robert De Niro,166416,Nancy Meyers,2015,22904,1209,,2
The International,50000000,Columbia Pictures,USA,Tom Tykwer,Action,25450527,R,13/02/2009,118,6.5,Clive Owen,83114,Eric Warren Singer,2009,96374,1048,3378390,1
The Internship,58000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,44672764,PG-13,07/06/2013,119,6.3,Vince Vaughn,169189,Vince Vaughn,2013,12111,645,,1
The Interview,44000000,Columbia Pictures,USA,Evan Goldberg,Comedy,6105175,R,24/12/2014,112,6.6,James Franco,267070,Dan Sterling,2014,18154,1558,,1
The Intouchables,0,Quad Productions,France,Olivier Nakache,Biography,13182281,R,24/08/2012,112,8.6,François Cluzet,579143,Olivier Nakache,2011,23202,460,5597266,1
The Invasion,80000000,Warner Bros.,USA,Oliver Hirschbiegel,Sci-Fi,15071514,PG-13,17/08/2007,99,5.9,Nicole Kidman,67939,David Kajganich,2007,903,50,246943,1
The Invention of Lying,18500000,Warner Bros.,USA,Ricky Gervais,Comedy,18439082,PG-13,02/10/2009,100,6.4,Ricky Gervais,99595,Ricky Gervais,2009,39,45,380501,1
The Invisible,30000000,Hollywood Pictures,USA,David S. Goyer,Crime,20568319,PG-13,27/04/2007,102,6.3,Justin Chatwin,32253,Mick Davis,2007,5189,219,2874066,1
The Invisible Woman,0,BBC Films,UK,Ralph Fiennes,Biography,1234254,R,21/02/2014,111,6.1,Ralph Fiennes,7911,Abi Morgan,2013,12530,809,,1
The Invitation,0,Gamechanger Films,USA,Karyn Kusama,Drama,231703,NOT RATED,08/04/2016,100,6.7,Logan Marshall-Green,46822,Phil Hay,2015,3701,451,,1
The Iron Lady,13000000,Pathé,UK,Phyllida Lloyd,Biography,30017992,PG-13,13/01/2012,105,6.4,Meryl Streep,88841,Abi Morgan,2011,1462,58,235830,1
The Jane Austen Book Club,0,Mockingbird Pictures,USA,Robin Swicord,Comedy,3573870,PG-13,05/10/2007,106,6.8,Kathy Baker,22821,Robin Swicord,2007,634,30,551816,1
The Joneses,5000000,Echo Lake Entertainment,USA,Derrick Borte,Drama,1474508,R,23/04/2010,96,6.5,Demi Moore,35116,Randy T. Dinzler,2009,1528,83,343756,1
The Judge,50000000,Warner Bros.,USA,David Dobkin,Crime,47119388,R,10/10/2014,141,7.4,Robert Downey Jr.,150371,Nick Schenk,2014,423999,9673,,2
The Jungle Book,175000000,Fairview Entertainment,UK,Jon Favreau,Adventure,364001123,PG,15/04/2016,106,7.5,Neel Sethi,209062,Justin Marks,2016,15129,4608,,0
The Karate Kid,40000000,Columbia Pictures,USA,Harald Zwart,Action,176591618,PG,11/06/2010,140,6.2,Jackie Chan,131784,Christopher Murphey,2010,19322,4308,3231614,1
The Keeping Room,0,Gilbert Films,USA,Daniel Barber,Drama,27166,R,25/09/2015,95,6,Brit Marling,4650,Julia Hart,2014,4513,205,,1
The Kids Are All Right,3500000,Focus Features,USA,Lisa Cholodenko,Comedy,20811365,R,30/07/2010,106,7.1,Annette Bening,115520,Lisa Cholodenko,2010,1240,84,717954,1
The Killer Inside Me,13000000,Hero Entertainment,USA,Michael Winterbottom,Crime,214966,R,17/12/2010,109,6.1,Casey Affleck,30060,John Curran,2010,246,29,315269,1
The King's Speech,15000000,See-Saw Films,UK,Tom Hooper,Biography,138797449,R,25/12/2010,118,8,Colin Firth,544927,David Seidler,2010,1812,35,396843,1
The Kingdom,70000000,Universal Pictures,USA,Peter Berg,Action,47536778,R,28/09/2007,110,7.1,Jamie Foxx,106339,Matthew Michael Carnahan,2007,17973,401,1486577,1
The Kings of Summer,0,Big Beach Films,USA,Jordan Vogt-Roberts,Adventure,1290312,R,23/08/2013,95,7.2,Nick Robinson,67276,Chris Galletta,2013,5550,81,,1
The Kite Runner,20000000,DreamWorks,USA,Marc Forster,Drama,15800078,PG-13,11/01/2008,128,7.6,Khalid Abdalla,71096,David Benioff,2007,2000,168,782791,1
The Lady in the Van,6000000,BBC Films,UK,Nicholas Hytner,Biography,10017675,PG-13,26/02/2016,104,6.7,Maggie Smith,18091,Alan Bennett,2015,6454,133,,1
The Lake House,40000000,Warner Bros.,USA,Alejandro Agresti,Drama,52330111,PG,16/06/2006,99,6.8,Keanu Reeves,121026,David Auburn,2006,2055,41,370898,1
The Last Airbender,150000000,Paramount Pictures,USA,M. Night Shyamalan,Action,131564731,PG,01/07/2010,103,4.2,Noah Ringer,127467,M. Night Shyamalan,2010,170,275,3139,1
The Last Circus,0,Tornasol Films,Spain,Álex de la Iglesia,Comedy,40029,R,17/12/2010,107,6.6,Carlos Areces,11108,Álex de la Iglesia,2010,3468,87,173983,0
The Last Days on Mars,0,British Film Institute (BFI),UK,Ruairi Robinson,Horror,23838,R,19/09/2013,98,5.5,Liev Schreiber,31095,Sydney J. Bounds,2013,396,32,,1
The Last Five Years,0,Lucky Monkey Pictures,USA,Richard LaGravenese,Comedy,137945,PG-13,18/02/2015,94,5.9,Anna Kendrick,7557,Jason Robert Brown,2014,256,0,,0
The Last House on the Left,15000000,Rogue Pictures,USA,Dennis Iliadis,Crime,32721635,R,13/03/2009,110,6.6,Garret Dillahunt,72961,Adam Alleca,2009,13,6,61036,0
The Last King of Scotland,6000000,Fox Searchlight Pictures,UK,Kevin Macdonald,Biography,17605861,R,19/01/2007,123,7.7,James McAvoy,154942,Peter Morgan,2006,2474,108,1627207,2
The Last Kiss,20000000,Lakeshore Entertainment,USA,Tony Goldwyn,Comedy,11596143,R,15/09/2006,115,6.5,Zach Braff,38919,Paul Haggis,2006,5305,93,453008,1
The Last Legion,35000000,Dino De Laurentiis Company,UK,Doug Lefler,Action,5932060,PG-13,17/08/2007,102,5.4,Colin Firth,30987,Jez Butterworth,2007,312,39,244275,1
The Last Mimzy,0,New Line Cinema,USA,Robert Shaye,Drama,21471047,PG,23/03/2007,96,6.3,Joely Richardson,19523,Bruce Joel Rubin,2007,714,28,385556,1
The Last Song,20000000,Touchstone Pictures,USA,Julie Anne Robinson,Drama,62950384,PG,31/03/2010,100,5.9,Miley Cyrus,66108,Nicholas Sparks,2010,19972,845,5501919,1
The Last Stand,45000000,Di Bonaventura Pictures,USA,Jee-woon Kim,Action,12050299,R,18/01/2013,107,6.4,Arnold Schwarzenegger,120452,Andrew Knauer,2013,148227,3490,,2
The Last Station,0,Egoli Tossell Film,UK,Michael Hoffman,Biography,6616974,R,26/02/2010,112,7,Helen Mirren,16078,Michael Hoffman,2009,127,6,31794,1
The Last Witch Hunter,90000000,Summit Entertainment,USA,Breck Eisner,Action,27367660,PG-13,23/10/2015,106,6,Vin Diesel,74795,Cory Goodman,2015,20766,1220,,1
The Lazarus Effect,3300000,Blumhouse Productions,USA,David Gelb,Horror,25799043,PG-13,27/02/2015,83,5.2,Olivia Wilde,32659,Luke Dawson,2015,13361,897,,0
The Ledge,10000000,Foresight Unlimited,USA,Matthew Chapman,Drama,5176,R,26/05/2011,100,6.6,Charlie Hunnam,16604,Matthew Chapman,2011,1,0,533547,1
The Legend of Hercules,70000000,Summit Entertainment,USA,Renny Harlin,Action,18848538,PG-13,10/01/2014,100,4.2,Kellan Lutz,47597,Sean Hood,2014,11995,803,,1
The Legend of Tarzan,180000000,Warner Bros. Pictures,UK,David Yates,Action,126643061,PG-13,01/07/2016,110,6.3,Alexander Skarsgård,128712,Adam Cozad,2016,2933,258,,1
The Lego Movie,60000000,Warner Bros.,Australia,Phil Lord,Animation,257760692,PG,07/02/2014,100,7.8,Chris Pratt,274608,Phil Lord,2014,216,12,,1
The Light Between Oceans,20000000,Heyday Films,UK,Derek Cianfrance,Drama,12545979,PG-13,02/09/2016,133,7.2,Michael Fassbender,32595,Derek Cianfrance,2016,4083,72,,1
The Limits of Control,0,Focus Features,USA,Jim Jarmusch,Crime,425025,R,11/12/2009,116,6.3,Isaach De Bankolé,17001,Jim Jarmusch,2009,242,11,111413,1
The Lincoln Lawyer,40000000,Lionsgate,USA,Brad Furman,Crime,58009200,R,18/03/2011,118,7.3,Matthew McConaughey,184728,John Romano,2011,947,42,3271183,1
The Little Death,0,Head Gear Films,Australia,Josh Lawson,Comedy,18238,NOT RATED,26/06/2015,96,7.1,Bojana Novakovic,21390,Josh Lawson,2014,252,26,,0
The Lives of Others,2000000,Wiedemann & Berg Filmproduktion,Germany,Florian Henckel von Donnersmarck,Drama,11286112,R,30/03/2007,137,8.5,Ulrich Mühe,285724,Florian Henckel von Donnersmarck,2006,1968,92,1493105,1
The Lone Ranger,215000000,Walt Disney Pictures,USA,Gore Verbinski,Action,89302115,PG-13,03/07/2013,150,6.5,Johnny Depp,194951,Justin Haythe,2013,19167,969,,2
The Longest Ride,34000000,Fox 2000 Pictures,USA,George Tillman Jr.,Drama,37432299,PG-13,10/04/2015,123,7.1,Scott Eastwood,61182,Nicholas Sparks,2015,45071,1357,,0
The Lookout,16000000,Miramax,USA,Scott Frank,Crime,4600585,R,30/03/2007,99,7.1,Joseph Gordon-Levitt,52730,Scott Frank,2007,410,37,354980,1
The Lorax,70000000,Universal Pictures,USA,Chris Renaud,Animation,214030500,PG,02/03/2012,86,6.4,Zac Efron,83314,Dr. Seuss,2012,33125,3530,,1
The Lords of Salem,2500000,Alliance,USA,Rob Zombie,Horror,1163508,R,18/04/2013,101,5.1,Sheri Moon Zombie,22611,Rob Zombie,2012,6029,807,,1
The Losers,25000000,Warner Bros.,USA,Sylvain White,Action,23580735,PG-13,23/04/2010,97,6.4,Idris Elba,78545,Peter Berg,2010,1102,64,375901,1
The Lost City of Z,30000000,Keep Your Head,USA,James Gray,Adventure,8574339,PG-13,21/04/2017,141,6.6,Charlie Hunnam,39409,James Gray,2016,13608,1014,,2
The Love Guru,62000000,Paramount Pictures,UK,Marco Schnabel,Comedy,32235793,PG-13,20/06/2008,87,3.8,Mike Myers,45014,Mike Myers,2008,2188,435,1416489,0
The Love Witch,0,Anna Biller Productions,USA,Anna Biller,Comedy,228894,UNRATED,10/03/2017,120,6.2,Samantha Robinson,6054,Anna Biller,2016,615,22,,1
The Lovely Bones,65000000,DreamWorks,USA,Peter Jackson,Drama,43818839,PG-13,15/01/2010,135,6.7,Rachel Weisz,133076,Fran Walsh,2009,14802,318,2904913,1
The Lucky One,25000000,Warner Bros.,USA,Scott Hicks,Drama,60457138,PG-13,20/04/2012,101,6.5,Zac Efron,85269,Will Fetters,2012,10965,423,,1
The Lunchbox,1000000,Sikhya Entertainment,India,Ritesh Batra,Drama,4231500,PG,20/09/2013,104,7.8,Irrfan Khan,36929,Ritesh Batra,2013,6266,640,,1
The Lure,0,Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),Poland,Agnieszka Smoczynska,Comedy,98818,NOT RATED,25/12/2015,92,6.3,Marta Mazurek,2000,Robert Bolesto,2015,1432,123,,1
The Magic of Belle Isle,0,Magnolia Pictures,USA,Rob Reiner,Comedy,100910,PG,06/07/2012,109,7,Morgan Freeman,14538,Guy Thomas,2012,200,10,,1
The Magnificent Seven,90000000,Metro-Goldwyn-Mayer (MGM),USA,Antoine Fuqua,Action,93381044,PG-13,23/09/2016,132,6.9,Denzel Washington,138262,Akira Kurosawa,2016,24570,1517,,1
The Man from Nowhere,0,Cinema Service,South Korea,Jeong-beom Lee,Action,6460,R,05/08/2010,119,7.8,Bin Won,48823,Jeong-beom Lee,2010,4119,282,892517,1
The Man from U.N.C.L.E.,75000000,Warner Bros.,USA,Guy Ritchie,Action,45445109,PG-13,14/08/2015,116,7.3,Henry Cavill,212440,Guy Ritchie,2015,25803,728,,1
The Man Who Knew Infinity,0,Edward R. Pressman Film,UK,Matt Brown,Biography,3866794,PG-13,29/04/2016,108,7.2,Dev Patel,33630,Matt Brown,2015,130332,2136,,1
The Man with the Iron Fists,15000000,Arcade Pictures,USA,RZA,Action,15634090,R,02/11/2012,95,5.4,Russell Crowe,55782,RZA,2012,1554,94,,0
The Marine,20000000,Twentieth Century Fox Film Corporation,USA,John Bonito,Action,18843314,PG-13,13/10/2006,92,4.7,John Cena,28911,Michelle Gallagher,2006,3380,217,951504,1
The Martian,108000000,Twentieth Century Fox Film Corporation,UK,Ridley Scott,Adventure,228433663,PG-13,02/10/2015,144,8,Matt Damon,579946,Drew Goddard,2015,51069,1665,,1
The Master,32000000,The Weinstein Company,USA,Paul Thomas Anderson,Drama,16377274,R,21/09/2012,144,7.1,Philip Seymour Hoffman,116047,Paul Thomas Anderson,2012,80411,3558,,1
The Maze Runner,34000000,Twentieth Century Fox Film Corporation,USA,Wes Ball,Action,102427862,PG-13,19/09/2014,113,6.8,Dylan O'Brien,344991,Noah Oppenheim,2014,45580,1164,,1
The Mechanic,40000000,CBS Films,USA,Simon West,Action,29121498,R,28/01/2011,93,6.6,Jason Statham,131571,Richard Wenk,2011,78,38,10039225,1
The Meddler,3200000,Anonymous Content,USA,Lorene Scafaria,Comedy,4265673,PG-13,03/06/2016,103,6.3,Susan Sarandon,7979,Lorene Scafaria,2015,3060,135,,1
The Men Who Stare at Goats,25000000,BBC Films,USA,Grant Heslov,Comedy,32416109,R,06/11/2009,94,6.2,Ewan McGregor,114722,Jon Ronson,2009,4761,512,2171252,1
The Merry Gentleman,5000000,Jackson Income Fund,USA,Michael Keaton,Crime,346286,R,04/12/2009,110,6.6,Michael Keaton,2365,Ron Lazzeretti,2008,109,12,119736,2
The Messenger,6500000,Oscilloscope,USA,Oren Moverman,Drama,66637,R,04/12/2009,113,7.2,Ben Foster,30893,Alessandro Camon,2009,1955,149,138947,1
The Messengers,16000000,Screen Gems,USA,Danny Pang,Horror,35374833,PG-13,02/02/2007,90,5.4,Dylan McDermott,35022,Mark Wheaton,2007,11322,251,1016595,1
The Midnight Meat Train,15000000,Lakeshore Entertainment,USA,Ryûhei Kitamura,Horror,83361,R,07/08/2008,98,6.1,Vinnie Jones,51337,Jeff Buhler,2008,112,17,19800,1
The Mist,18000000,Dimension Films,USA,Frank Darabont,Horror,25593755,R,21/11/2007,126,7.2,Thomas Jane,239527,Frank Darabont,2007,91750,1962,6696539,0
The Monuments Men,70000000,Columbia Pictures,USA,George Clooney,Drama,78031620,PG-13,07/02/2014,118,6.1,George Clooney,109977,George Clooney,2014,109,2,,1
The Mortal Instruments: City of Bones,60000000,Constantin Film,USA,Harald Zwart,Action,31165421,PG-13,21/08/2013,130,5.9,Lily Collins,114481,Jessica Postigo,2013,45929,1192,,0
The Mummy: Tomb of the Dragon Emperor,145000000,Universal Pictures,USA,Rob Cohen,Action,102491776,PG-13,01/08/2008,112,5.2,Brendan Fraser,128515,Alfred Gough,2008,31,10,662210,1
The Muppets,45000000,Walt Disney Pictures,USA,James Bobin,Adventure,88631237,PG,23/11/2011,100,7.1,Amy Adams,78440,Jason Segel,2011,161488,9170,41528139,1
The Namesake,0,Fox Searchlight Pictures,USA,Mira Nair,Drama,8661334,PG-13,06/04/2007,122,7.6,Kal Penn,17331,Sooni Taraporevala,2006,897,43,490652,1
The Nanny Diaries,20000000,The Weinstein Company,USA,Shari Springer Berman,Comedy,25925170,PG-13,24/08/2007,106,6.2,Scarlett Johansson,51024,Emma McLaughlin,2007,3011,169,470121,0
The Next Three Days,35000000,Lionsgate,USA,Paul Haggis,Crime,21148651,PG-13,19/11/2010,133,7.4,Russell Crowe,155358,Paul Haggis,2010,36,1,246489,1
The Nice Guys,50000000,Misty Mountains,USA,Shane Black,Comedy,36261763,R,20/05/2016,116,7.4,Russell Crowe,193151,Shane Black,2016,16936,627,,1
The Night Before,25000000,Columbia Pictures,USA,Jonathan Levine,Adventure,43035725,R,20/11/2015,101,6.4,Joseph Gordon-Levitt,45947,Jonathan Levine,2015,20454,3228,,1
The Nines,0,Destination Films,USA,John August,Drama,62745,R,30/11/2007,100,6.4,Ryan Reynolds,30052,John August,2007,748,51,919823,1
The November Man,15000000,Relativity Media,USA,Roger Donaldson,Action,24984868,R,27/08/2014,108,6.3,Pierce Brosnan,54875,Michael Finch,2014,4395,211,,1
The Number 23,32000000,New Line Cinema,USA,Joel Schumacher,Mystery,35193167,R,23/02/2007,101,6.4,Jim Carrey,174137,Fernley Phillips,2007,1650,104,672330,1
The Odd Life of Timothy Green,25000000,Monsterfoot Productions,USA,Peter Hedges,Comedy,51853450,PG,15/08/2012,105,6.6,Jennifer Garner,40006,Peter Hedges,2012,32357,503,,2
The Omen,25000000,Twentieth Century Fox Film Corporation,USA,John Moore,Horror,54607383,R,06/06/2006,110,5.5,Liev Schreiber,50944,David Seltzer,2006,4559,286,726870,2
The One I Love,100000,Duplass Brothers Productions,USA,Charlie McDowell,Drama,511635,R,08/08/2014,91,7.1,Mark Duplass,27078,Justin Lader,2014,93423,2380,,1
The Orphanage,0,Esta Vivo! Laboratorio de Nuevos Talentos,Spain,J.A. Bayona,Drama,7161284,R,11/01/2008,105,7.5,Belén Rueda,128109,Sergio G. Sánchez,2007,1637,108,852666,1
The Other Boleyn Girl,35000000,Columbia Pictures,UK,Justin Chadwick,Biography,26814957,PG-13,29/02/2008,115,6.7,Natalie Portman,89728,Peter Morgan,2008,873,34,290395,0
The Other Guys,100000000,Columbia Pictures,USA,Adam McKay,Action,119219978,PG-13,06/08/2010,107,6.7,Will Ferrell,204044,Adam McKay,2010,53,10,7296247,1
The Other Side of the Door,0,42,UK,Johannes Roberts,Horror,2987063,R,04/03/2016,96,5.3,Sarah Wayne Callies,13615,Johannes Roberts,2016,5382,374,,2
The Other Woman,40000000,Twentieth Century Fox Film Corporation,USA,Nick Cassavetes,Comedy,83911193,PG-13,25/04/2014,109,6,Cameron Diaz,113167,Melissa Stack,2014,76483,3061,,1
The Overnight,0,Duplass Brothers Productions,USA,Patrick Brice,Comedy,1100000,R,19/06/2015,79,6.1,Adam Scott,12642,Patrick Brice,2015,3731,374,,1
The Oxford Murders,10000000,Canal+ España,Spain,Álex de la Iglesia,Crime,3607,R,02/07/2010,104,6.1,Elijah Wood,24282,Álex de la Iglesia,2008,271,49,116735,2
The Paperboy,12500000,Millennium Films,USA,Lee Daniels,Drama,692640,R,06/09/2013,107,5.8,Matthew McConaughey,30992,Peter Dexter,2012,4170,558,,0
The Peanuts Movie,99000000,Twentieth Century Fox Animation,USA,Steve Martino,Animation,130178411,G,06/11/2015,88,7.1,Noah Schnapp,34889,Craig Schulz,2015,13048,567,,1
The Perfect Guy,12000000,Rocklin \ Faust,USA,David M. Rosenthal,Drama,57017904,PG-13,11/09/2015,100,5.6,Sanaa Lathan,7922,Alan B. McElroy,2015,42330,1341,,2
The Perfect Host,500000,Stacey Testro International,USA,Nick Tomnay,Comedy,48430,R,07/05/2011,100,6.8,David Hyde Pierce,21832,Nick Tomnay,2010,1215,122,626678,1
The Perks of Being a Wallflower,13000000,Summit Entertainment,USA,Stephen Chbosky,Drama,17738570,PG-13,12/10/2012,102,8,Logan Lerman,386932,Stephen Chbosky,2012,62011,870,,1
The Pink Panther,65000000,Metro-Goldwyn-Mayer (MGM),USA,Shawn Levy,Adventure,82226474,PG,10/02/2006,93,5.6,Steve Martin,70105,Len Blum,2006,1192,410,310832,1
The Pink Panther 2,70000000,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Adventure,35922978,PG,06/02/2009,92,5.6,Steve Martin,35845,Scott Neustadter,2009,205,14,110681,0
The Pirates! Band of Misfits,55000000,Columbia Pictures,UK,Peter Lord,Animation,31051126,PG,27/04/2012,88,6.7,Hugh Grant,38842,Gideon Defoe,2012,7511,829,,1
The Place Beyond the Pines,15000000,Sidney Kimmel Entertainment,USA,Derek Cianfrance,Crime,21383298,R,19/04/2013,140,7.3,Ryan Gosling,205530,Derek Cianfrance,2012,6001,104,,1
The Possession,14000000,Ghost House Pictures,USA,Ole Bornedal,Horror,49130154,PG-13,31/08/2012,92,5.9,Natasha Calis,50230,Juliet Snowden,2012,19455,787,,0
The Princess and the Frog,105000000,Walt Disney Animation Studios,USA,Ron Clements,Animation,104400899,G,11/12/2009,97,7.1,Anika Noni Rose,97887,Ron Clements,2009,775,58,133481,1
The Proposal,40000000,Touchstone Pictures,USA,Anne Fletcher,Comedy,163958031,PG-13,19/06/2009,108,6.7,Sandra Bullock,247443,Peter Chiarelli,2009,3607,511,1088014,1
The Purge: Election Year,10000000,Universal Pictures,USA,James DeMonaco,Action,79003080,R,01/07/2016,108,6,Frank Grillo,60239,James DeMonaco,2016,31487,2888,,1
The Pursuit of Happyness,55000000,Columbia Pictures Corporation,USA,Gabriele Muccino,Biography,163566459,PG-13,15/12/2006,117,8,Will Smith,369367,Steve Conrad,2006,11944,244,2723094,0
The Queen,0,Pathé Pictures International,UK,Stephen Frears,Biography,56441711,PG-13,17/11/2006,103,7.3,Helen Mirren,91427,Peter Morgan,2006,484,199,880407,1
The Quiet Ones,200000,Exclusive Media Group,USA,John Pogue,Horror,8496112,PG-13,25/04/2014,98,5.1,Jared Harris,16654,Craig Rosenberg,2014,7197,532,,2
The Raid 2,4500000,Pt. Merantau Films,Indonesia,Gareth Evans,Action,2625803,R,11/04/2014,150,8,Iko Uwais,93993,Gareth Evans,2014,4746,359,,1
The Raid: Redemption,1100000,Pt. Merantau Films,Indonesia,Gareth Evans,Action,4105123,R,13/04/2012,101,7.6,Iko Uwais,160867,Gareth Evans,2011,976,56,226513,1
The Raven,26000000,Intrepid Pictures,USA,James McTeigue,Crime,16008272,R,27/04/2012,110,6.4,John Cusack,76320,Hannah Shakespeare,2012,43719,563,,1
The Reader,32000000,The Weinstein Company,USA,Stephen Daldry,Drama,34194407,R,30/01/2009,124,7.6,Kate Winslet,202175,David Hare,2008,964,34,391204,1
The Reaping,40000000,Warner Bros.,USA,Stephen Hopkins,Horror,25117498,R,05/04/2007,99,5.7,Hilary Swank,38837,Carey Hayes,2007,212,21,98519,1
The Red Baron,0,Niama Film,Germany,Nikolai Müllerschön,Action,36569,PG-13,10/04/2008,106,6.4,Matthias Schweighöfer,10306,Nikolai Müllerschön,2008,9289,530,2199714,2
The Reluctant Fundamentalist,0,Cine Mosaic,USA,Mira Nair,Drama,519535,R,03/05/2013,130,6.9,Riz Ahmed,11537,Javed Akhtar,2012,1300,60,,1
The Rite,37000000,New Line Cinema,USA,Mikael Håfström,Drama,33047633,PG-13,28/01/2011,114,6,Colin O'Donoghue,80181,Michael Petroni,2011,3600,279,3170731,1
The Road,25000000,Dimension Films,USA,John Hillcoat,Adventure,56692,R,18/12/2009,111,7.3,Viggo Mortensen,191196,Cormac McCarthy,2009,3280,136,1298186,1
The Rocker,15000000,Fox Atomic,USA,Peter Cattaneo,Comedy,6409528,PG-13,20/08/2008,102,6.2,Rainn Wilson,33768,Maya Forbes,2008,6,5,675390,1
The Romantics,4500000,10th Hole Productions,USA,Galt Niederhoffer,Comedy,103280,PG-13,26/05/2010,100,5.1,Katie Holmes,10547,Galt Niederhoffer,2010,99827,2645,13979470,1
The Roommate,16000000,Screen Gems,USA,Christian E. Christiansen,Drama,37300107,PG-13,04/02/2011,100,4.9,Minka Kelly,30941,Sonny Mallhi,2011,2683,206,1133744,1
