budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Likes,Dislike
0,Menuet Producties,Belgium,Felix van Groeningen,Drama,175058,El círculo roto,NOT RATED,28-08-2014,111,7.8,Veerle Baetens,32959,Johan Heldenbergh,2012,,
12000000,Magnolia Pictures,France,Stefan Ruzowitzky,Crime,65804,Deadfall,R,24-01-2014,95,6.3,Eric Bana,34374,Zach Dean,2012,,
0,Maven Pictures,USA,Shari Springer Berman,Comedy,1378426,Girl Most Likely,PG-13,18-07-2013,103,5.8,Kristen Wiig,13157,Michelle Morgan,2012,,
0,Envision Media Arts,USA,Lee Toland Krieger,Comedy,3094687,Celeste & Jesse Forever,R,24-08-2012,100,6.6,Rashida Jones,25966,Rashida Jones,2012,,
35000000,Block / Hanson,USA,Rob Cohen,Action,25888412,Alex Cross,PG-13,19-10-2012,101,5.1,Tyler Perry,29622,Marc Moss,2012,,
1000000,Fox Searchlight Pictures,USA,Ben Lewin,Biography,6002451,The Sessions,R,16-11-2012,95,7.2,John Hawkes,38014,Ben Lewin,2012,,
1000000,Alcon Entertainment,USA,Bradley Parker,Horror,18119640,Chernobyl Diaries,R,25-05-2012,86,5,Jesse McCartney,55671,Oren Peli,2012,,
1800000,Cinereach,USA,Benh Zeitlin,Adventure,12795746,Beasts of the Southern Wild,PG-13,14-02-2013,93,7.3,Quvenzhané Wallis,73864,Lucy Alibar,2012,,
22000000,Fox 2000 Pictures,USA,David Bowers,Comedy,49008662,Diary of a Wimpy Kid: Dog Days,PG,03-08-2012,94,6.3,Zachary Gordon,17568,Maya Forbes,2012,,
12000000,H2O Motion Pictures,Canada,David Weaver,Crime,1744,The Samaritan,R,20-04-2012,90,5.6,Samuel L. Jackson,8339,Elan Mastai,2012,,
2000000,Voltage Pictures,USA,Robert Redford,Drama,5132442,The Company You Keep,R,26-04-2013,125,6.4,Robert Redford,27858,Lem Dobbs,2012,,
0,BBC Films,UK,Mike Newell,Drama,258656,Great Expectations,PG-13,08-11-2013,128,6.4,Toby Irvine,10421,David Nicholls,2012,,
20500000,Alfama Films,Canada,David Cronenberg,Drama,743636,Cosmópolis,R,03-05-2013,109,5,Robert Pattinson,39663,David Cronenberg,2012,,
2000000,Exclusive Media Group,USA,David Palmer,Action,13746550,Hit and Run,R,22-08-2012,100,6.1,Dax Shepard,30897,Dax Shepard,2012,,
58000000,Twentieth Century Fox Film Corporation,USA,Anthony Hemingway,Action,49876377,Red Tails,PG-13,20-01-2012,100,5.9,Cuba Gooding Jr.,30097,John Ridley,2012,,
0,Medusa Film,Italy,Sergio Castellitto,Drama,14947,Twice Born,R,06-12-2013,127,7.4,Penélope Cruz,13094,Margaret Mazzantini,2012,,
15000000,Lionsgate,USA,Fisher Stevens,Comedy,3301046,Stand Up Guys,R,01-02-2013,100,6.5,Al Pacino,47799,Noah Haidle,2012,,
35000000,Eclectic Pictures,USA,Gabriele Muccino,Comedy,13101142,Playing for Keeps,PG-13,07-12-2012,105,5.7,Gerard Butler,25725,Robbie Fox,2012,,
0,M3 Alliance,USA,Don Coscarelli,Comedy,141307,John Dies at the End,R,25-01-2013,99,6.4,Chase Williamson,32210,Don Coscarelli,2012,,
20000000,Fox 2000 Pictures,USA,Michael Apted,Biography,6002756,Chasing Mavericks,PG,26-10-2012,100,7.2,Jonny Weston,27057,Kario Salem,2012,,
0,Cre Film,USA,Sean Baker,Drama,87910,Starlet,NOT RATED,09-05-2013,103,6.8,Dree Hemingway,5294,Sean Baker,2012,,
2500000,Dog Run Pictures,USA,Jake Schreier,Comedy,3325638,Robot & Frank,PG-13,19-09-2012,89,7.1,Peter Sarsgaard,55671,Christopher Ford,2012,,
40000000,Universal Pictures,USA,Ken Kwapis,Biography,20113965,Big Miracle,PG,03-02-2012,107,6.5,Drew Barrymore,16132,Jack Amiel,2012,,
0,Bellwether Pictures,USA,Joss Whedon,Comedy,4327763,Much Ado About Nothing,PG-13,19-07-2013,109,7.2,Alexis Denisof,14679,Joss Whedon,2012,,
15000000,Focus Features,USA,Gus Van Sant,Drama,7597898,Promised Land,R,04-01-2013,100,6.6,Matt Damon,32248,John Krasinski,2012,,
2900000,Milk & Media,USA,Ryûhei Kitamura,Horror,72140,No One Lives,R,10-05-2013,86,6,Luke Evans,14844,David Cohen,2012,,
14000000,Paramount Pictures,USA,Josh Schwartz,Adventure,9402410,Fun Size,PG-13,26-10-2012,86,5.4,Victoria Justice,12027,Max Werner,2012,,
0,Mandarin Films,France,François Ozon,Comedy,354244,En la casa,R,12-12-2013,105,7.4,Fabrice Luchini,24809,Juan Mayorga,2012,,
5000000,Paramount Pictures,USA,Henry Joost,Horror,53921300,Paranormal Activity 4,R,19-10-2012,88,4.6,Stephen Dunham,54344,Christopher Landon,2012,,
55000000,Columbia Pictures,UK,Peter Lord,Animation,31051126,The Pirates! Band of Misfits,PG,27-04-2012,88,6.7,Hugh Grant,38842,Gideon Defoe,2012,,
30000000,Columbia Pictures,USA,David Frankel,Comedy,63536011,Hope Springs,PG-13,08-08-2012,100,6.3,Meryl Streep,36501,Vanessa Taylor,2012,,
750000,Prototype,USA,William Brent Bell,Horror,53261944,The Devil Inside,R,06-01-2012,83,4.2,Fernanda Andrade,31857,William Brent Bell,2012,,
0,Automatik Entertainment,USA,Barry Levinson,Horror,30474,The Bay,R,12-07-2013,84,5.6,Will Rogers,21608,Michael Wallach,2012,,
6000000,Red Crown Productions,USA,Scott McGehee,Drama,1065000,What Maisie Knew,R,03-05-2013,93,7.5,Julianne Moore,23509,Nancy Doyne,2012,,
25000000,Twentieth Century Fox Film Corporation,USA,Andy Fickman,Comedy,77267296,Parental Guidance,PG,25-12-2012,105,6.1,Billy Crystal,22401,Lisa Addario,2012,,
850000,AdScott Pictures,USA,Jamie Travis,Comedy,1243961,"For a Good Time, Call...",R,02-11-2012,88,6,Ari Graynor,14242,Lauren Miller,2012,,
0,Redwave Films,UK,Declan Donnellan,Drama,119919,Bel Ami,R,12-10-2012,102,5.4,Robert Pattinson,16219,Guy de Maupassant,2012,,
11000000,Headline Pictures,UK,Dustin Hoffman,Comedy,18390117,Quartet,PG-13,01-03-2013,94,6.8,Maggie Smith,16807,Ronald Harwood,2012,,
40000000,Paramount Pictures,USA,Anne Fletcher,Comedy,37134215,The Guilt Trip,PG-13,19-12-2012,95,5.8,Barbra Streisand,32039,Dan Fogelman,2012,,
11500000,Foresight Unlimited,USA,John Hyams,Action,5460,Universal Soldier: Day of Reckoning,R,25-10-2012,114,5,Jean-Claude Van Damme,17118,John Hyams,2012,,
40000000,DreamWorks,USA,Brian Robbins,Comedy,18438149,A Thousand Words,PG-13,09-03-2012,91,5.9,Eddie Murphy,33384,Steve Koren,2012,,
0,Magnolia Pictures,USA,Rob Reiner,Comedy,100910,The Magic of Belle Isle,PG,06-07-2012,109,7,Morgan Freeman,14538,Guy Thomas,2012,,
6000000,NALA Films,USA,Matt Piedmont,Comedy,5895238,Casa de mi Padre,R,11-05-2012,100,5.5,Will Ferrell,18126,Andrew Steele,2012,,
25000000,Alcon Entertainment,USA,Todd Graff,Comedy,30920167,Joyful Noise,PG-13,13-01-2012,100,5.7,Queen Latifah,7044,Todd Graff,2012,,
16000000,Lucky Monkey Pictures,USA,Amy Heckerling,Comedy,2964,Vamps,PG-13,02-11-2012,92,5.1,Alicia Silverstone,8112,Amy Heckerling,2012,,
0,Zentropa Productions,Denmark,Susanne Bier,Comedy,1631306,Todo lo que necesitas es amor,R,19-10-2012,116,6.6,Pierce Brosnan,11049,Anders Thomas Jensen,2012,,
0,Vertigo Films,UK,Nick Love,Action,26345,The Sweeney,R,01-03-2013,112,6.1,Ray Winstone,17275,Nick Love,2012,,
500000,Super Crispy Entertainment,USA,James Ponsoldt,Drama,375981,Smashed,R,14-12-2012,81,6.8,Mary Elizabeth Winstead,14537,Susan Burke,2012,,
17000000,Warner Bros.,USA,Todd Lincoln,Horror,4930798,The Apparition,PG-13,24-08-2012,83,4.1,Ashley Greene,17172,Todd Lincoln,2012,,
26350000,Emmett/Furla/Oasis Films (EFO Films),USA,Stephen Frears,Comedy,20998,Lay the Favorite,R,22-06-2012,94,4.8,Rebecca Hall,9388,D.V. DeVincentis,2012,,
0,Fidélité Films,France,Gilles Bourdos,Biography,2291047,Renoir,R,02-01-2013,111,6.6,Michel Bouquet,4240,Jacques Renoir,2012,,
0,StudioCanal,UK,Ben Wheatley,Adventure,35722,Sightseers,NOT RATED,10-05-2013,88,6.5,Alice Lowe,22742,Alice Lowe,2012,,
0,Entertainment One,UK,Ken Loach,Comedy,304357,The Angels' Share,Not specified,01-06-2012,101,7,Paul Brannigan,19767,Paul Laverty,2012,,
0,Boundscript,India,Sujoy Ghosh,Drama,1035953,Kahaani,NOT RATED,09-03-2012,122,8.2,Vidya Balan,45452,Sujoy Ghosh,2012,,
0,Paragraph Pictures,Canada,Joan Carr-Wiggin,Comedy,9222,If I Were You,R,10-01-2012,115,7,Marcia Gay Harden,1410,Joan Carr-Wiggin,2012,,
0,Rohfilm,Germany,Cate Shortland,Drama,968879,Lore,NOT RATED,20-09-2012,109,7.1,Saskia Rosendahl,12257,Cate Shortland,2012,,
0,BBC Films,UK,James Marsh,Drama,99134,Shadow Dancer,R,24-08-2012,101,6.2,Clive Owen,10685,Tom Bradby,2012,,
0,Zentropa International Norway,Norway,Petter Næss,Action,547,Into the White,R,12-04-2013,104,7.2,Florian Lukas,16609,Ole Meldgaard,2012,,
20000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,65653242,Madea's Witness Protection,PG-13,29-06-2012,100,4.9,Tyler Perry,7957,Tyler Perry,2012,,
0,Adventure Pictures,UK,Sally Potter,Drama,1005700,Ginger & Rosa,PG-13,21-06-2013,90,6.3,Elle Fanning,8755,Sally Potter,2012,,
0,Cine Mosaic,USA,Mira Nair,Drama,519535,The Reluctant Fundamentalist,R,03-05-2013,130,6.9,Riz Ahmed,11537,Javed Akhtar,2012,,
0,Razor Film Produktion GmbH,Saudi Arabia,Haifaa Al-Mansour,Comedy,1347578,La bicicleta verde,PG,25-04-2014,98,7.6,Waad Mohammed,14903,Haifaa Al-Mansour,2012,,
6400000,Filmax,Spain,Paco Plaza,Horror,8973,[REC] 3: Genesis,R,13-04-2012,80,5,Leticia Dolera,28103,Luiso Berdejo,2012,,
0,Black Bear Pictures,USA,Ramin Bahrani,Drama,379791,At Any Price,R,01-05-2013,105,5.7,Dennis Quaid,6237,Ramin Bahrani,2012,,
7395080,Aamir Khan Productions,India,Reema Kagti,Crime,2706375,Talaash,NOT RATED,30-11-2012,140,7.3,Aamir Khan,32323,Farhan Akhtar,2012,,
0,Enrique Cerezo Producciones Cinematográficas S.A.,Italy,Dario Argento,Horror,8139,Dracula 3D,NOT RATED,04-10-2013,110,3.6,Thomas Kretschmann,3321,Dario Argento,2012,,
0,Focus Features,USA,Paul Weitz,Drama,526322,Being Flynn,R,19-04-2013,100,6.4,Paul Dano,14873,Paul Weitz,2012,,
3000000,Gold Circle Films,USA,David Brooks,Horror,2034,ATM,R,02-03-2012,90,4.7,Alice Eve,20140,Chris Sparling,2012,,
0,Participant Media,Chile,Pablo Larraín,Drama,2343664,No,R,09-11-2012,118,7.4,Gael García Bernal,19935,Pedro Peirano,2012,,
20000000,Chase Films,USA,David Chase,Drama,607327,Not Fade Away,R,19-07-2013,100,6,John Magaro,3860,David Chase,2012,,
0,Gilbert Films,USA,Michael Mohan,Comedy,3755,Save the Date,R,08-11-2012,97,5.8,Lizzy Caplan,6241,Jeffrey Brown,2012,,
0,Curbside Films,India,Gauri Shinde,Comedy,1670773,English Vinglish,NOT RATED,05-10-2012,134,7.9,Sridevi,25931,Gauri Shinde,2012,,
3000000,2929 Productions,USA,Tim Heidecker,Comedy,200803,Tim and Eric's Billion Dollar Movie,R,27-01-2012,93,5.3,Tim Heidecker,8478,Tim Heidecker,2012,,
2000000,Sobras International Pictures,USA,Nicolás López,Action,40179,Aftershock,R,12-06-2014,89,4.8,Eli Roth,9333,Nicolás López,2012,,
0,GMT Productions,France,Benoît Jacquot,Drama,72100,"Farewell, My Queen",R,21-03-2012,100,6.3,Léa Seydoux,6728,Benoît Jacquot,2012,,
0,Permut Presentations,USA,Brian Dannelly,Comedy,22930,Struck by Lightning,NOT RATED,11-01-2013,90,6.3,Chris Colfer,13513,Chris Colfer,2012,,
0,Nordisk Film,Denmark,Tobias Lindholm,Drama,413276,A Hijacking,R,20-09-2012,103,7.2,Pilou Asbæk,13530,Tobias Lindholm,2012,,
0,Daybreak Pictures,UK,Roger Michell,Biography,6367780,Hyde Park on Hudson,R,01-02-2013,94,5.9,Bill Murray,9985,Richard Nelson,2012,,
7980000,Cocktail Film,UK,Homi Adajania,Comedy,1027121,Cocktail,NOT RATED,13-07-2012,146,6.2,Saif Ali Khan,10931,Imtiaz Ali,2012,,
0,Opening Night Productions,USA,Yaron Zilberman,Drama,1561577,A Late Quartet,R,23-11-2012,105,7.1,Philip Seymour Hoffman,12008,Seth Grossman,2012,,
100000000,Red Granite Pictures,USA,Martin Scorsese,Biography,116900694,The Wolf of Wall Street,R,25-12-2013,180,8.2,Leonardo DiCaprio,895552,Terence Winter,2013,,
20000000,New Line Cinema,USA,James Wan,Horror,137400141,The Conjuring,R,19-07-2013,112,7.5,Patrick Wilson,342870,Chad Hayes,2013,,
46000000,Alcon Entertainment,USA,Denis Villeneuve,Crime,61002302,Prisoners,R,20-09-2013,153,8.1,Hugh Jackman,449489,Aaron Guzikowski,2013,,
150000000,Walt Disney Animation Studios,USA,Chris Buck,Animation,400738009,Frozen,PG,27-11-2013,102,7.5,Kristen Bell,464149,Jennifer Lee,2013,,
75000000,Summit Entertainment,USA,Louis Leterrier,Crime,117723989,Now You See Me,PG-13,31-05-2013,115,7.3,Jesse Eisenberg,505432,Ed Solomon,2013,,
20000000,Universal Pictures,Canada,Andy Muschietti,Horror,71628180,Mamá,PG-13,18-01-2013,100,6.2,Jessica Chastain,146508,Andy Muschietti,2013,,
23000000,Annapurna Pictures,USA,Spike Jonze,Drama,25568251,Her,R,10-01-2014,126,8,Joaquin Phoenix,404796,Spike Jonze,2013,,
225000000,Warner Bros.,USA,Zack Snyder,Action,291045518,Man of Steel,PG-13,14-06-2013,143,7.1,Henry Cavill,590734,David S. Goyer,2013,,
37000000,New Line Cinema,USA,Rawson Marshall Thurber,Comedy,150394119,We're the Millers,R,07-08-2013,110,7,Jason Sudeikis,342500,Bob Fisher,2013,,
105000000,Warner Bros.,Australia,Baz Luhrmann,Drama,144840419,El gran Gatsby,PG-13,10-05-2013,143,7.3,Leonardo DiCaprio,394723,Baz Luhrmann,2013,,
0,Quat'sous Films,France,Abdellatif Kechiche,Drama,2199675,Blue Is the Warmest Color,NC-17,14-02-2014,180,7.8,Léa Seydoux,107119,Abdellatif Kechiche,2013,,
0,Zentropa Entertainments,Denmark,Lars von Trier,Drama,785669,Ninfomanía: primera parte,NOT RATED,06-03-2014,117,7,Charlotte Gainsbourg,93710,Lars von Trier,2013,,
190000000,Warner Bros.,USA,Guillermo del Toro,Action,101802906,Pacific Rim,PG-13,12-07-2013,131,7,Idris Elba,407588,Travis Beacham,2013,,
0,Pathé International,Canada,Denis Villeneuve,Mystery,1007088,Enemigos idénticos,R,06-02-2014,91,6.9,Jake Gyllenhaal,117920,José Saramago,2013,,
130000000,Color Force,USA,Francis Lawrence,Action,424668047,The Hunger Games: Catching Fire,PG-13,22-11-2013,146,7.6,Jennifer Lawrence,535963,Simon Beaufoy,2013,,
40000000,Columbia Pictures,USA,David O. Russell,Crime,150117807,American Hustle,R,20-12-2013,138,7.3,Christian Bale,386428,Eric Warren Singer,2013,,
100000000,Warner Bros.,UK,Alfonso Cuarón,Drama,274092705,Gravity,PG-13,04-10-2013,91,7.8,Sandra Bullock,638007,Alfonso Cuarón,2013,,
20000000,Regency Enterprises,USA,Steve McQueen,Biography,56671993,12 Years a Slave,R,08-11-2013,134,8.1,Chiwetel Ejiofor,503763,John Ridley,2013,,
190000000,Paramount Pictures,USA,J.J. Abrams,Action,228778661,Star Trek Into Darkness,PG-13,16-05-2013,132,7.8,Chris Pine,423966,Roberto Orci,2013,,
200000000,Marvel Studios,China,Shane Black,Action,409013994,Iron Man 3,PG-13,03-05-2013,130,7.2,Robert Downey Jr.,605330,Drew Pearce,2013,,
70000000,Millennium Films,USA,Antoine Fuqua,Action,98925640,Olympus Has Fallen,R,22-03-2013,119,6.5,Gerard Butler,218879,Creighton Rothenberger,2013,,
120000000,Universal Pictures,USA,Joseph Kosinski,Action,89021735,Oblivion,PG-13,19-04-2013,124,7,Tom Cruise,418811,Karl Gajdusek,2013,,
5000000,Truth Entertainment (II),USA,Jean-Marc Vallée,Biography,27298285,Dallas Buyers Club,R,22-11-2013,117,8,Matthew McConaughey,362192,Craig Borten,2013,,
12000000,Translux,UK,Richard Curtis,Comedy,15322921,About Time,R,08-11-2013,123,7.8,Domhnall Gleeson,228554,Richard Curtis,2013,,
190000000,Paramount Pictures,USA,Marc Forster,Action,202359711,World War Z,PG-13,21-06-2013,116,7,Brad Pitt,507319,Matthew Michael Carnahan,2013,,
60000000,Warner Bros.,USA,Ruben Fleischer,Action,46000903,Gangster Squad,R,11-01-2013,113,6.7,Sean Penn,184266,Will Beall,2013,,
40000000,Film 44,USA,Peter Berg,Action,125095601,Lone Survivor,R,10-01-2014,121,7.5,Mark Wahlberg,224829,Peter Berg,2013,,
30000000,Metro-Goldwyn-Mayer (MGM),USA,Kimberly Peirce,Drama,35266619,Carrie,R,18-10-2013,100,5.9,Chloë Grace Moretz,115826,Lawrence D. Cohen,2013,,
170000000,Marvel Studios,USA,Alan Taylor,Action,206362140,Thor: The Dark World,PG-13,08-11-2013,112,7,Chris Hemsworth,456007,Christopher Yost,2013,,
38000000,Exclusive Media Group,UK,Ron Howard,Action,26947624,Rush,R,27-09-2013,123,8.1,Daniel Brühl,349811,Peter Morgan,2013,,
32000000,Columbia Pictures,USA,Evan Goldberg,Comedy,101470202,This Is the End,R,12-06-2013,107,6.6,James Franco,334845,Seth Rogen,2013,,
39200000,SnowPiercer,South Korea,Joon-ho Bong,Action,4563650,El expreso del miedo,R,11-07-2014,126,7,Chris Evans,207368,Joon-ho Bong,2013,,
3000000,Universal Pictures,France,James DeMonaco,Horror,64473115,La noche de la expiación,R,07-06-2013,85,5.7,Ethan Hawke,159252,James DeMonaco,2013,,
160000000,Universal Pictures,USA,Justin Lin,Action,238679850,Fast & Furious 6,PG-13,24-05-2013,130,7.1,Vin Diesel,324918,Chris Morgan,2013,,
6000000,Worldview Entertainment,USA,Eli Roth,Adventure,7192291,The Green Inferno,R,25-09-2015,100,5.3,Lorenza Izzo,28341,Guillermo Amoedo,2013,,
80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,133668525,Grown Ups 2,PG-13,12-07-2013,101,5.4,Adam Sandler,117428,Fred Wolf,2013,,
28000000,Universal Pictures,USA,Jeff Wadlow,Action,28795985,Kick-Ass 2,R,16-08-2013,103,6.6,Aaron Taylor-Johnson,219877,Jeff Wadlow,2013,,
225000000,Metro-Goldwyn-Mayer (MGM),USA,Peter Jackson,Adventure,258366855,The Hobbit: The Desolation of Smaug,PG-13,13-12-2013,161,7.9,Ian McKellen,524571,Fran Walsh,2013,,
60000000,Alcon Entertainment,USA,Richard LaGravenese,Drama,19452138,Beautiful Creatures,PG-13,14-02-2013,124,6.2,Alice Englert,73570,Richard LaGravenese,2013,,
25000000,Fox 2000 Pictures,UK,Ridley Scott,Crime,16973715,The Counsellor,R,25-10-2013,117,5.3,Michael Fassbender,86494,Cormac McCarthy,2013,,
17000000,TriStar Pictures,USA,Fede Alvarez,Fantasy,54239856,Evil Dead,R,05-04-2013,91,6.5,Jane Levy,135944,Fede Alvarez,2013,,
90000000,Twentieth Century Fox Film Corporation,USA,Ben Stiller,Adventure,58236838,The Secret Life of Walter Mitty,PG,25-12-2013,114,7.3,Ben Stiller,255109,Steve Conrad,2013,,
115000000,TriStar Pictures,USA,Neill Blomkamp,Action,93050117,Elysium,R,09-08-2013,109,6.6,Matt Damon,366674,Neill Blomkamp,2013,,
20000000,Universal Pictures,UK,Edgar Wright,Action,26004851,The World's End,R,23-08-2013,109,7,Simon Pegg,207634,Simon Pegg,2013,,
43000000,Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,159582188,The Heat,R,28-06-2013,117,6.6,Sandra Bullock,142704,Katie Dippold,2013,,
30000000,EuropaCorp,USA,Luc Besson,Comedy,36918811,The Family,R,13-09-2013,111,6.3,Robert De Niro,95229,Luc Besson,2013,,
13300000,Film4,UK,Jonathan Glazer,Drama,2605039,Under the Skin,R,14-03-2014,108,6.3,Scarlett Johansson,98496,Walter Campbell,2013,,
76000000,Universal Pictures,USA,Pierre Coffin,Animation,368061265,Despicable Me 2,PG,03-07-2013,98,7.4,Steve Carell,314045,Cinco Paul,2013,,
3000000,Voltage Pictures,USA,Joseph Gordon-Levitt,Comedy,24477704,Don Jon,R,27-09-2013,90,6.6,Joseph Gordon-Levitt,203473,Joseph Gordon-Levitt,2013,,
60000000,Constantin Film,USA,Harald Zwart,Action,31165421,The Mortal Instruments: City of Bones,PG-13,21-08-2013,130,5.9,Lily Collins,114481,Jessica Postigo,2013,,
30000000,Good Universe,USA,Spike Lee,Action,2162593,Old Boy,R,27-11-2013,104,5.8,Josh Brolin,56204,Garon Tsuchiya,2013,,
50000000,Paramount Pictures,Germany,Tommy Wirkola,Action,55703475,Hansel y Gretel: Cazadores de brujas,R,25-01-2013,88,6.1,Jeremy Renner,170882,Tommy Wirkola,2013,,
28000000,Relativity Media,USA,Lasse Hallström,Drama,71349120,Safe Haven,PG-13,14-02-2013,115,6.7,Julianne Hough,87269,Dana Stevens,2013,,
130000000,Paramount Pictures,USA,Jon M. Chu,Action,122523060,G.I. Joe: Retaliation,PG-13,28-03-2013,110,5.8,Dwayne Johnson,154740,Rhett Reese,2013,,
6000000,Relativity Media,USA,Elizabeth Banks,Comedy,8828771,Movie 43,R,25-01-2013,94,4.3,Emma Stone,85609,Rocky Russo,2013,,
0,Zentropa Entertainments,Denmark,Lars von Trier,Drama,326983,Ninfomanía: segunda parte,NOT RATED,20-03-2014,123,6.7,Charlotte Gainsbourg,68336,Lars von Trier,2013,,
50000000,Summit Entertainment,USA,Mikael Håfström,Action,25132228,Escape Plan,R,18-10-2013,115,6.7,Sylvester Stallone,192466,Miles Chapman,2013,,
110000000,OddLot Entertainment,USA,Gavin Hood,Action,61737191,Ender's Game,PG-13,01-11-2013,114,6.7,Harrison Ford,197592,Gavin Hood,2013,,
22000000,Appian Way,UK,Scott Cooper,Crime,11326836,Out of the Furnace,R,06-12-2013,116,6.8,Christian Bale,90855,Brad Ingelsby,2013,,
5000000,Relativity Media,USA,Mike Flanagan,Horror,27695246,Oculus,R,11-04-2014,104,6.5,Karen Gillan,95687,Mike Flanagan,2013,,
26000000,Paramount Pictures,USA,Michael Bay,Action,49875291,Pain & Gain,R,26-04-2013,129,6.5,Mark Wahlberg,172482,Christopher Markus,2013,,
12000000,Fox Searchlight Pictures,UK,Chan-wook Park,Drama,1702277,Stoker,R,05-04-2013,99,6.8,Mia Wasikowska,90922,Wentworth Miller,2013,,
135000000,DreamWorks Animation,USA,Kirk De Micco,Animation,187168425,The Croods,PG,22-03-2013,98,7.2,Nicolas Cage,163313,Chris Sanders,2013,,
45000000,Di Bonaventura Pictures,USA,Jee-woon Kim,Action,12050299,The Last Stand,R,18-01-2013,107,6.4,Arnold Schwarzenegger,120452,Andrew Knauer,2013,,
50000,Bellanova Films,USA,James Ward Byrkit,Mystery,68877,Coherence,NOT RATED,06-08-2014,89,7.2,Emily Baldoni,71677,James Ward Byrkit,2013,,
120000000,Twentieth Century Fox Film Corporation,USA,James Mangold,Action,132556852,The Wolverine,PG-13,26-07-2013,126,6.7,Hugh Jackman,364907,Mark Bomback,2013,,
35000000,Summit Entertainment,USA,Jonathan Levine,Comedy,66380662,Warm Bodies,PG-13,01-02-2013,98,6.9,Nicholas Hoult,196631,Jonathan Levine,2013,,
20000000,Lionsgate,USA,John Luessenhop,Horror,34341945,Texas Chainsaw 3D,R,04-01-2013,92,4.8,Alexandra Daddario,38083,Adam Marcus,2013,,
55000000,Scott Rudin Productions,USA,Paul Greengrass,Biography,107100855,Captain Phillips,PG-13,11-10-2013,134,7.8,Tom Hanks,354410,Billy Ray,2013,,
2500000,Andrew Lauren Productions (ALP),USA,James Ponsoldt,Comedy,6851969,The Spectacular Now,R,13-09-2013,95,7.1,Miles Teller,119642,Scott Neustadter,2013,,
103000000,Green Hat Films,USA,Todd Phillips,Comedy,112200072,The Hangover Part III,R,23-05-2013,100,5.9,Bradley Cooper,245488,Todd Phillips,2013,,
58000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,44672764,The Internship,PG-13,07-06-2013,119,6.3,Vince Vaughn,169189,Vince Vaughn,2013,,
0,Red Granite Pictures,USA,Alexandre Aja,Drama,164480,Horns,R,03-10-2014,120,6.5,Daniel Radcliffe,63156,Keith Bunin,2013,,
